,tm_closePrice,tm_point_change,tm_Indication,spy_closePrice,intc_closePrice,amd_closePrice,gt_closePrice,hmc_closePrice,cpi_value,Date,Id,daily_rate,1 Mo,2 Mo,3 Mo,6 Mo,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr,spy_OpenPrice,spy_HighPrice,spy_LowPrice,spy_volumn,tm_volumn,tm_OpenPrice,tm_HighPrice,tm_lowPrice,intc_OpenPrice,intc_HighPrice,intc_LowPrice,intc_volumn,amd_OpenPrice,amd_HighPrice,amd_LowPrice,amd_volumn,gt_OpenPrice,gt_HighPrice,gt_LowPrice,gt_volumn,hmc_OpenPrice,hmc_HighPrice,hmc_LowPrice,hmc_volumn
0,116.27999877929688,1.6299972534179688,Up-day,250.17999267578125,47.08000183105469,18.82999992370605,20.670000076293945,26.479999542236328,251.712,2019-01-02 00:00:00.000000,1,2.6,2.4,2.4,2.42,2.51,2.5,2.47,2.49,2.56,2.66,2.83,2.97,245.97999572753903,251.2100067138672,245.9499969482422,126925200,169900,114.68000030517578,116.52999877929688,114.68000030517578,45.959999084472656,47.470001220703125,45.77000045776367,18774600,18.010000228881836,19.0,17.979999542236328,87148700,20.11000061035156,20.979999542236328,19.90999984741211,3224400,26.11000061035156,26.59000015258789,26.01000022888184,655900
1,114.6500015258789,-5.0800018310546875,Down-day,244.2100067138672,44.4900016784668,17.049999237060547,20.309999465942383,26.1200008392334,251.712,2019-01-03 00:00:00.000000,2,2.5,2.42,2.42,2.41,2.47,2.39,2.35,2.37,2.44,2.56,2.75,2.92,248.22999572753903,248.57000732421875,243.6699981689453,144140700,309500,115.8499984741211,116.27999877929688,114.29000091552734,46.150001525878906,46.27999877929688,44.38999938964844,32267300,18.420000076293945,18.68000030517578,16.940000534057617,117277600,20.440000534057617,20.770000457763672,20.25,2586000,26.399999618530277,26.479999542236328,26.059999465942383,937000
2,119.7300033569336,-1.5499954223632812,Down-day,252.38999938964844,47.220001220703125,19.0,21.18000030517578,27.309999465942383,251.712,2019-01-04 00:00:00.000000,3,2.57,2.4,2.42,2.42,2.51,2.5,2.47,2.49,2.56,2.67,2.83,2.98,247.58999633789065,253.1100006103516,247.1699981689453,142628800,307500,117.94000244140624,120.16999816894533,117.51000213623048,45.84000015258789,47.56999969482422,45.540000915527344,35447300,17.549999237060547,19.06999969482422,17.43000030517578,111878600,20.600000381469727,21.350000381469727,20.31999969482422,3027500,26.76000022888184,27.440000534057617,26.700000762939453,826300
3,121.27999877929688,-1.0299987792968892,Down-day,254.3800048828125,47.43999862670898,20.56999969482422,21.0,27.81999969482422,251.712,2019-01-07 00:00:00.000000,4,2.58,2.42,2.42,2.45,2.54,2.53,2.51,2.53,2.6,2.7,2.86,2.99,252.69000244140625,255.9499969482422,251.69000244140625,103139100,156100,120.70999908447266,122.18000030517578,120.31999969482422,47.09999847412109,48.0,46.75,22736800,19.440000534057617,20.68000030517578,19.0,107157000,21.239999771118164,21.3799991607666,20.84000015258789,5178300,27.540000915527344,28.0,27.450000762939453,806700
4,122.30999755859376,-0.6100006103515625,Down-day,256.7699890136719,47.7400016784668,20.75,21.059999465942383,28.479999542236328,251.712,2019-01-08 00:00:00.000000,5,2.6,2.4,2.42,2.46,2.54,2.58,2.57,2.58,2.63,2.73,2.88,3.0,256.82000732421875,257.3099975585937,254.0,102512600,150400,123.16000366210938,123.4800033569336,121.95999908447266,47.79999923706055,48.02999877929688,46.77999877929688,22749200,21.190000534057617,21.200000762939453,19.68000030517578,121271000,21.26000022888184,21.5,20.84000015258789,7401400,28.56999969482422,28.75,28.420000076293945,949400
5,122.91999816894533,-1.5699996948241903,Down-day,257.9700012207031,48.0099983215332,20.190000534057617,21.549999237060547,28.700000762939453,251.712,2019-01-09 00:00:00.000000,6,2.59,2.4,2.42,2.45,2.52,2.56,2.54,2.57,2.64,2.74,2.9,3.03,257.5599975585937,258.9100036621094,256.19000244140625,95006600,139800,122.8499984741211,123.3000030517578,122.38999938964844,47.959999084472656,48.56999969482422,47.77999877929688,22554500,20.88999938964844,21.440000534057617,20.06999969482422,163944100,21.21999931335449,21.920000076293945,21.059999465942383,6520300,28.75,28.809999465942383,28.57999992370605,506000
6,124.48999786376952,-0.5800018310547017,Down-day,258.8800048828125,48.560001373291016,19.739999771118164,21.520000457763672,28.8799991607666,251.712,2019-01-10 00:00:00.000000,7,2.59,2.42,2.42,2.43,2.51,2.56,2.54,2.56,2.63,2.74,2.92,3.06,256.260009765625,259.1600036621094,255.5,96823900,202900,123.70999908447266,124.58000183105467,123.2699966430664,47.75,48.650001525878906,47.40999984741211,27202600,19.76000022888184,19.82999992370605,18.899999618530277,115629400,21.40999984741211,21.809999465942383,21.15999984741211,4526000,28.57999992370605,28.90999984741211,28.56999969482422,471200
7,125.06999969482422,-0.31999969482421875,Down-day,258.9800109863281,48.93000030517578,20.270000457763672,21.270000457763672,29.270000457763672,251.712,2019-01-11 00:00:00.000000,8,2.58,2.41,2.43,2.43,2.5,2.55,2.51,2.52,2.6,2.71,2.9,3.04,257.67999267578125,259.010009765625,257.0299987792969,73858100,135500,125.01000213623048,125.5199966430664,124.87999725341795,48.09999847412109,49.290000915527344,48.04999923706055,21751300,19.46999931335449,20.350000381469727,19.190000534057617,85110800,21.5,21.6200008392334,21.100000381469727,7010800,29.170000076293945,29.31999969482422,29.040000915527344,1067500
8,125.38999938964844,-0.8899993896484375,Down-day,257.3999938964844,48.34999847412109,20.229999542236328,21.850000381469727,29.43000030517578,251.712,2019-01-14 00:00:00.000000,9,2.57,2.42,2.43,2.45,2.52,2.53,2.51,2.53,2.6,2.71,2.91,3.06,256.8599853515625,258.29998779296875,256.4100036621094,70908200,156600,124.54000091552734,126.0999984741211,124.48999786376952,48.459999084472656,48.83000183105469,48.29999923706055,19193900,19.959999084472656,20.6200008392334,19.75,71350200,21.149999618530277,22.170000076293945,21.100000381469727,4347900,29.15999984741211,29.690000534057617,29.11000061035156,1172600
9,126.27999877929688,0.6199951171875,Up-day,260.3500061035156,48.59999847412109,20.3799991607666,19.0,29.440000534057617,251.712,2019-01-15 00:00:00.000000,10,2.57,2.41,2.43,2.45,2.52,2.53,2.51,2.53,2.61,2.72,2.92,3.08,257.82000732421875,260.70001220703125,257.8099975585937,85208300,172300,126.1500015258789,126.63999938964844,125.45999908447266,48.709999084472656,49.130001068115234,48.43999862670898,22480800,20.440000534057617,20.68000030517578,20.26000022888184,62785800,22.0,22.0,18.670000076293945,22890900,29.549999237060547,29.549999237060547,29.26000022888184,890700
10,125.66000366210938,0.7400054931640483,Up-day,260.9800109863281,48.130001068115234,19.729999542236328,19.530000686645508,29.51000022888184,251.712,2019-01-16 00:00:00.000000,11,2.57,2.41,2.4,2.43,2.49,2.55,2.53,2.54,2.62,2.73,2.92,3.07,260.8299865722656,261.9700012207031,260.6000061035156,77636700,171400,126.05999755859376,126.37000274658205,125.5999984741211,48.59999847412109,48.88999938964844,48.08000183105469,19057700,20.399999618530277,20.540000915527344,19.709999084472656,70849300,19.170000076293945,19.729999542236328,19.01000022888184,9142900,29.51000022888184,29.649999618530277,29.479999542236328,691100
11,124.91999816894533,-0.43000030517576704,Down-day,262.9599914550781,48.470001220703125,20.25,20.270000457763672,29.540000915527344,251.712,2019-01-17 00:00:00.000000,12,2.57,2.41,2.41,2.42,2.5,2.56,2.55,2.58,2.66,2.75,2.93,3.07,260.010009765625,263.9200134277344,259.9599914550781,96118400,138700,124.48999786376952,125.29000091552734,124.0199966430664,48.0,48.84000015258789,47.90999984741211,17448700,19.489999771118164,20.51000022888184,19.020000457763672,85018400,19.270000457763672,20.5,19.270000457763672,7360700,29.299999237060547,29.729999542236328,29.280000686645508,488500
12,125.3499984741211,1.75,Up-day,266.4599914550781,49.18999862670898,20.770000457763672,20.57999992370605,29.76000022888184,251.712,2019-01-18 00:00:00.000000,13,2.6,2.4,2.4,2.41,2.5,2.62,2.6,2.62,2.7,2.79,2.95,3.09,264.9800109863281,266.9800109863281,263.0,127900300,158600,124.88999938964844,125.79000091552734,124.87000274658205,49.11000061035156,49.380001068115234,48.68999862670898,29874600,20.3700008392334,21.049999237060547,20.020000457763672,88131000,20.280000686645508,20.82999992370605,20.100000381469727,4613500,29.729999542236328,29.850000381469727,29.61000061035156,571900
13,123.5999984741211,1.1299972534179688,Up-day,262.8599853515625,48.27000045776367,19.76000022888184,20.46999931335449,29.51000022888184,251.712,2019-01-22 00:00:00.000000,14,2.59,2.38,2.4,2.43,2.51,2.58,2.55,2.57,2.65,2.74,2.91,3.06,264.82000732421875,265.0599975585937,261.0599975585937,115531200,159800,124.0,124.3499984741211,123.05999755859376,48.959999084472656,48.97999954223633,47.869998931884766,25940700,20.479999542236328,20.920000076293945,19.700000762939453,78513700,20.489999771118164,20.649999618530277,19.8700008392334,4590000,29.6200008392334,29.649999618530277,29.36000061035156,704700
14,122.47000122070312,-0.3600006103515483,Down-day,263.4100036621094,47.93999862670898,19.799999237060547,20.11000061035156,29.299999237060547,251.712,2019-01-23 00:00:00.000000,15,2.59,2.37,2.38,2.41,2.51,2.58,2.57,2.59,2.66,2.76,2.93,3.07,264.010009765625,264.7900085449219,260.6600036621094,86030300,130600,123.06999969482422,123.27999877929688,121.91000366210938,48.40999984741211,48.79999923706055,47.52000045776367,18960700,20.030000686645508,20.479999542236328,19.549999237060547,77811300,20.43000030517578,20.63999938964844,19.76000022888184,3616600,29.530000686645508,29.61000061035156,29.149999618530277,587000
15,122.83000183105467,-0.8899993896484517,Down-day,263.54998779296875,49.7599983215332,20.850000381469727,20.200000762939453,29.63999938964844,251.712,2019-01-24 00:00:00.000000,16,2.58,2.38,2.41,2.37,2.5,2.56,2.54,2.55,2.62,2.72,2.89,3.04,263.2099914550781,264.20001220703125,262.0799865722656,59204100,90400,122.63999938964844,123.06999969482422,122.30999755859376,48.70000076293945,50.040000915527344,48.59999847412109,50578300,20.059999465942383,21.01000022888184,20.040000915527344,97433400,20.09000015258789,20.479999542236328,20.049999237060547,4008000,29.479999542236328,29.690000534057617,29.450000762939453,519700
16,123.72000122070312,1.2399978637695312,Up-day,265.7799987792969,47.040000915527344,21.93000030517578,20.530000686645508,30.01000022888184,251.712,2019-01-25 00:00:00.000000,17,2.6,2.36,2.41,2.39,2.51,2.6,2.58,2.59,2.66,2.76,2.92,3.06,265.6099853515625,266.70001220703125,263.6600036621094,96883400,80000,123.73999786376952,123.98999786376952,123.45999908447266,46.84999847412109,47.43000030517578,45.75,86455700,20.989999771118164,22.030000686645508,20.790000915527344,110239500,20.450000762939453,20.979999542236328,20.34000015258789,6185700,29.90999984741211,30.11000061035156,29.899999618530277,431600
17,122.4800033569336,0.2100067138671875,Up-day,263.760009765625,46.709999084472656,20.18000030517578,20.549999237060547,29.88999938964844,251.712,2019-01-28 00:00:00.000000,18,2.6,2.39,2.41,2.42,2.51,2.6,2.58,2.58,2.65,2.75,2.92,3.06,263.3900146484375,263.8299865722656,261.7900085449219,85613700,132000,122.26000213623048,122.56999969482422,121.86000061035156,46.130001068115234,46.72999954223633,46.04999923706055,35928700,20.31999969482422,21.01000022888184,20.020000457763672,135164100,20.3700008392334,20.71999931335449,20.350000381469727,8947300,29.65999984741211,29.940000534057617,29.540000915527344,1147500
18,122.2699966430664,-0.7700042724609375,Down-day,263.4100036621094,46.540000915527344,19.25,20.8700008392334,29.76000022888184,251.712,2019-01-29 00:00:00.000000,19,2.6,2.39,2.41,2.42,2.51,2.56,2.54,2.55,2.61,2.72,2.9,3.04,263.9200134277344,264.54998779296875,262.4800109863281,66136300,85300,122.4800033569336,122.83000183105467,122.19000244140624,46.77999877929688,46.970001220703125,46.33000183105469,20988300,20.26000022888184,20.38999938964844,19.049999237060547,131202500,20.479999542236328,20.96999931335449,20.299999237060547,4886500,29.850000381469727,29.989999771118164,29.75,531300
19,123.04000091552734,-0.12999725341798296,Down-day,267.5799865722656,47.540000915527344,23.09000015258789,21.1200008392334,30.020000457763672,251.712,2019-01-30 00:00:00.000000,20,2.57,2.4,2.39,2.42,2.5,2.52,2.49,2.49,2.58,2.7,2.9,3.06,265.1000061035156,268.5199890136719,264.25,92473700,132300,122.0999984741211,123.48999786376952,121.69000244140624,46.68000030517578,47.68000030517578,46.45000076293945,26931700,21.489999771118164,23.1299991607666,21.3700008392334,211421200,20.81999969482422,21.149999618530277,20.31999969482422,4097700,29.780000686645508,30.1200008392334,29.6299991607666,501400
20,123.16999816894533,1.1699981689453267,Up-day,269.92999267578125,47.119998931884766,24.40999984741211,21.190000534057617,30.06999969482422,251.712,2019-01-31 00:00:00.000000,21,2.55,2.42,2.43,2.41,2.46,2.45,2.43,2.43,2.51,2.63,2.83,2.99,267.510009765625,270.4700012207031,267.2699890136719,104012100,108500,122.6999969482422,123.37999725341795,122.33000183105467,46.70000076293945,47.18000030517578,46.09999847412109,43051300,23.020000457763672,25.13999938964844,22.82999992370605,182575600,20.959999084472656,21.229999542236328,20.84000015258789,3177400,29.809999465942383,30.07999992370605,29.75,823400
21,122.0,-0.9000015258789062,Down-day,270.0599975585937,48.72999954223633,24.51000022888184,21.020000457763672,29.1299991607666,252.776,2019-02-01 00:00:00.000000,22,2.56,2.41,2.42,2.4,2.46,2.52,2.5,2.51,2.59,2.7,2.88,3.03,270.1499938964844,271.20001220703125,269.17999267578125,85782500,152700,122.43000030517578,122.6500015258789,121.6500015258789,47.060001373291016,49.04999923706055,47.0099983215332,37442900,24.61000061035156,24.84000015258789,24.06999969482422,105356200,21.190000534057617,21.399999618530277,20.989999771118164,3065100,29.34000015258789,29.700000762939453,29.01000022888184,665200
22,122.9000015258789,-0.5699996948242188,Down-day,271.9599914550781,49.220001220703125,24.1299991607666,21.0,28.420000076293945,252.776,2019-02-04 00:00:00.000000,23,2.57,2.41,2.41,2.42,2.49,2.53,2.52,2.53,2.62,2.73,2.92,3.06,270.1099853515625,272.0299987792969,269.3599853515625,60744800,104000,122.44000244140624,122.94000244140624,121.94000244140624,48.619998931884766,49.2400016784668,48.2400016784668,20905000,24.43000030517578,24.65999984741211,24.06999969482422,70843800,20.959999084472656,21.13999938964844,20.729999542236328,2618500,28.559999465942383,28.559999465942383,28.290000915527344,1064800
23,123.47000122070312,2.4199981689453267,Up-day,273.1000061035156,50.0099983215332,23.309999465942383,21.049999237060547,28.030000686645508,252.776,2019-02-05 00:00:00.000000,24,2.56,2.39,2.4,2.42,2.5,2.53,2.5,2.51,2.6,2.71,2.89,3.03,272.44000244140625,273.44000244140625,271.8800048828125,79552800,120300,123.5199966430664,123.72000122070312,123.20999908447266,49.18000030517578,50.720001220703125,49.18000030517578,31641600,23.420000076293945,23.86000061035156,22.979999542236328,122226000,21.0,21.149999618530277,20.809999465942383,4281500,28.09000015258789,28.1299991607666,27.989999771118164,851600
24,121.0500030517578,2.940002441406236,Up-day,272.739990234375,49.900001525878906,23.26000022888184,21.01000022888184,27.520000457763672,252.776,2019-02-06 00:00:00.000000,25,2.56,2.4,2.41,2.42,2.5,2.52,2.5,2.5,2.59,2.7,2.88,3.03,272.7900085449219,273.3399963378906,271.9200134277344,58347800,271200,121.72000122070312,122.01000213623048,120.58000183105467,49.95000076293945,50.63999938964844,49.81999969482422,21647800,23.6299991607666,24.13999938964844,23.21999931335449,78684300,21.100000381469727,21.309999465942383,20.950000762939453,2851000,27.84000015258789,27.84000015258789,27.46999931335449,848300
25,118.11000061035156,0.8000030517577983,Up-day,270.1400146484375,49.22999954223633,22.670000076293945,20.549999237060547,27.01000022888184,252.776,2019-02-07 00:00:00.000000,26,2.55,2.43,2.43,2.42,2.49,2.48,2.46,2.46,2.54,2.65,2.85,3.0,270.94000244140625,271.54998779296875,268.2900085449219,95482000,310700,119.23999786376952,119.41000366210938,117.37999725341795,49.5,49.84999847412109,48.68000030517578,27825900,22.989999771118164,23.21999931335449,22.31999969482422,86723900,20.8799991607666,20.950000762939453,20.34000015258789,3740200,27.299999237060547,27.299999237060547,26.8700008392334,830200
26,117.30999755859376,0.15999603271485796,Up-day,270.4700012207031,48.84000015258789,23.049999237060547,18.690000534057617,26.76000022888184,252.776,2019-02-08 00:00:00.000000,27,2.54,2.43,2.43,2.43,2.49,2.45,2.43,2.44,2.53,2.63,2.82,2.97,268.75,270.5799865722656,267.8299865722656,75788900,206100,117.27999877929688,117.31999969482422,116.4000015258789,48.77000045776367,49.02000045776367,48.0099983215332,18851200,22.32999992370605,23.280000686645508,22.270000457763672,78129300,19.82999992370605,20.18000030517578,18.489999771118164,14091400,26.700000762939453,26.809999465942383,26.479999542236328,562500
27,117.1500015258789,-2.6299972534179688,Down-day,270.6199951171875,48.77000045776367,22.959999084472656,18.649999618530277,26.649999618530277,252.776,2019-02-11 00:00:00.000000,28,2.55,2.44,2.44,2.45,2.51,2.48,2.47,2.47,2.56,2.65,2.85,3.0,271.20001220703125,271.489990234375,270.0299987792969,68021400,167500,117.88999938964844,117.88999938964844,117.0,49.02000045776367,49.31999969482422,48.58000183105469,18004100,23.049999237060547,23.280000686645508,22.65999984741211,60578700,18.530000686645508,18.739999771118164,17.8799991607666,9734000,26.90999984741211,26.90999984741211,26.649999618530277,638500
28,119.77999877929688,0.15000152587892046,Up-day,274.1000061035156,50.0099983215332,22.81999969482422,18.520000457763672,26.88999938964844,252.776,2019-02-12 00:00:00.000000,29,2.55,2.42,2.43,2.43,2.5,2.5,2.48,2.49,2.58,2.68,2.87,3.02,272.4200134277344,274.5199890136719,272.3399963378906,72270200,207600,119.04000091552734,119.83000183105467,119.04000091552734,49.36000061035156,50.13999938964844,49.27000045776367,18050100,23.43000030517578,23.559999465942383,22.75,67595400,18.81999969482422,18.88999938964844,18.3799991607666,5095900,26.88999938964844,26.959999084472656,26.799999237060547,636500
29,119.62999725341795,0.37999725341795454,Up-day,274.989990234375,50.470001220703125,22.850000381469727,18.6299991607666,27.020000457763672,252.776,2019-02-13 00:00:00.000000,30,2.55,2.42,2.42,2.44,2.51,2.53,2.52,2.53,2.61,2.71,2.89,3.04,275.0299987792969,275.92999267578125,274.5599975585937,65277200,111200,119.95999908447266,120.05999755859376,119.36000061035156,50.130001068115234,50.810001373291016,50.0,17712800,22.979999542236328,23.239999771118164,22.709999084472656,57544200,18.530000686645508,18.799999237060547,18.450000762939453,3129100,27.11000061035156,27.170000076293945,26.96999931335449,381800
30,119.25,-1.9000015258789062,Down-day,274.3800048828125,50.810001373291016,23.1299991607666,18.459999084472656,27.31999969482422,252.776,2019-02-14 00:00:00.000000,31,2.53,2.45,2.43,2.43,2.51,2.5,2.48,2.48,2.56,2.66,2.85,3.01,273.7799987792969,275.6400146484375,272.8699951171875,83234400,235600,119.08000183105467,119.5,118.62999725341795,50.40999984741211,51.040000915527344,50.34999847412109,17545400,22.739999771118164,23.3700008392334,22.59000015258789,64441200,18.520000457763672,18.71999931335449,18.350000381469727,3722800,27.25,27.34000015258789,27.07999992370605,1008600
31,121.1500015258789,-0.3399963378906108,Down-day,277.3699951171875,51.65999984741211,23.68000030517578,18.790000915527344,27.3700008392334,252.776,2019-02-15 00:00:00.000000,32,2.55,2.43,2.43,2.43,2.5,2.52,2.5,2.49,2.57,2.66,2.84,3.0,276.3599853515625,277.4100036621094,276.1300048828125,97088700,164900,120.3499984741211,121.2300033569336,120.20999908447266,51.25,51.66999816894531,51.09000015258789,22520400,23.57999992370605,24.049999237060547,23.200000762939453,78644100,18.670000076293945,18.979999542236328,18.479999542236328,4950600,27.149999618530277,27.3799991607666,27.149999618530277,439200
32,121.48999786376952,-1.3000030517578267,Down-day,277.8500061035156,51.400001525878906,23.950000762939453,19.0,27.559999465942383,252.776,2019-02-19 00:00:00.000000,33,2.54,2.44,2.42,2.45,2.52,2.5,2.47,2.47,2.55,2.65,2.84,2.99,276.4800109863281,278.5799865722656,276.4700012207031,59120800,104100,120.5199966430664,121.7699966430664,120.5199966430664,51.34999847412109,51.709999084472656,51.34000015258789,15611800,23.6299991607666,24.40999984741211,23.61000061035156,57517900,18.84000015258789,19.190000534057617,18.739999771118164,4549700,27.229999542236328,27.6299991607666,27.21999931335449,857100
33,122.79000091552734,1.5500030517578267,Up-day,278.4100036621094,51.38999938964844,23.950000762939453,19.3799991607666,27.61000061035156,252.776,2019-02-20 00:00:00.000000,34,2.54,2.41,2.42,2.45,2.51,2.5,2.47,2.47,2.55,2.65,2.84,3.0,277.8099975585937,278.9200134277344,277.25,76610800,173000,122.30999755859376,123.36000061035156,122.29000091552734,51.630001068115234,51.72999954223633,51.060001373291016,21607700,24.13999938964844,24.3700008392334,23.899999618530277,57091600,19.030000686645508,19.51000022888184,19.0,3075000,27.489999771118164,27.81999969482422,27.450000762939453,990400
34,121.23999786376952,-0.5800018310547017,Down-day,277.4200134277344,51.40999984741211,23.920000076293945,19.170000076293945,27.729999542236328,252.776,2019-02-21 00:00:00.000000,35,2.55,2.43,2.44,2.45,2.51,2.53,2.49,2.51,2.59,2.69,2.89,3.05,277.70001220703125,278.1000061035156,276.3500061035156,64214700,173100,121.73999786376952,121.9800033569336,121.08999633789062,51.31999969482422,51.84000015258789,51.209999084472656,16162100,24.040000915527344,24.32999992370605,23.850000381469727,49608200,19.280000686645508,19.420000076293945,19.059999465942383,2991800,28.030000686645508,28.030000686645508,27.65999984741211,707800
35,121.81999969482422,-0.5900039672851562,Down-day,279.1400146484375,52.4900016784668,24.36000061035156,19.350000381469727,28.170000076293945,252.776,2019-02-22 00:00:00.000000,36,2.55,2.43,2.45,2.46,2.51,2.48,2.46,2.47,2.55,2.65,2.86,3.02,278.1099853515625,279.3599853515625,277.3999938964844,78114600,105000,121.94000244140624,122.0199966430664,121.4499969482422,52.70000076293945,52.97999954223633,52.060001373291016,31934100,24.049999237060547,24.36000061035156,23.8799991607666,52650700,19.290000915527344,19.40999984741211,19.149999618530277,3525900,28.18000030517578,28.25,28.059999465942383,815500
