Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,32.65999984741211,34.619998931884766,32.51250076293945,34.05500030517578,33.79344177246094,50875200
2019-01-03,33.4474983215332,33.790000915527344,31.922500610351562,31.997499465942383,31.751752853393555,70555200
2019-01-04,32.73500061035156,34.432498931884766,32.42499923706055,34.04750061035156,33.7860107421875,58562000
2019-01-07,34.625,36.22249984741211,34.10749816894531,35.849998474121094,35.57465362548828,70916000
2019-01-08,36.67250061035156,36.69499969482422,34.224998474121094,34.95750045776367,34.68901443481445,78601600
2019-01-09,35.474998474121094,36.122501373291016,34.96500015258789,35.64500045776367,35.3712272644043,61726000
2019-01-10,35.45000076293945,36.39500045776367,34.84000015258789,36.307498931884766,36.02865219116211,52315600
2019-01-11,36.08250045776367,37.4375,35.8025016784668,37.20750045776367,36.92173767089844,87476400
2019-01-14,36.68000030517578,37.8650016784668,36.442501068115234,37.61000061035156,37.32114791870117,73016800
2019-01-15,37.939998626708984,38.337501525878906,37.282501220703125,37.467498779296875,37.17973709106445,61701200
2019-01-16,37.74250030517578,38.07500076293945,37.154998779296875,37.209999084472656,36.92422103881836,47010400
2019-01-17,36.877498626708984,38.33250045776367,36.602500915527344,37.93000030517578,37.6386833190918,49343600
2019-01-18,38.432498931884766,39.494998931884766,37.912498474121094,39.23249816894531,38.93118667602539,65133600
2019-01-22,38.9275016784668,39.04499816894531,36.88750076293945,37.192501068115234,36.9068489074707,66155200
2019-01-23,37.75,38.64500045776367,37.00749969482422,37.3224983215332,37.03585433959961,59102000
2019-01-24,38.17499923706055,39.63750076293945,38.127498626708984,39.459999084472656,39.15693664550781,70897200
2019-01-25,38.86000061035156,40.220001220703125,37.82500076293945,40.037498474121094,39.73000717163086,115457200
2019-01-28,34.13750076293945,35.40999984741211,32.75,34.502498626708984,34.23751449584961,251152800
2019-01-29,34.037498474121094,34.525001525878906,32.752498626708984,32.900001525878906,32.647308349609375,115393200
2019-01-30,33.66749954223633,34.49250030517578,32.8650016784668,34.34749984741211,34.083702087402344,97422800
2019-01-31,34.314998626708984,36.29750061035156,34.095001220703125,35.9375,35.66149139404297,84285200
2019-02-01,36.125,36.6974983215332,35.64500045776367,36.182498931884766,35.904605865478516,62504800
2019-02-04,36.342498779296875,37.66999816894531,36.119998931884766,37.29499816894531,37.00856018066406,52859200
2019-02-05,37.415000915527344,37.85749816894531,37.07500076293945,37.48749923706055,37.199581146240234,54242400
2019-02-06,37.8224983215332,38.900001525878906,37.76750183105469,38.25,37.95621871948242,70246400
2019-02-07,37.782501220703125,37.80500030517578,36.42250061035156,36.85499954223633,36.57194137573242,63712000
